filename,width,height,class,xmin,ymin,xmax,ymax
1015.jpeg,259,195,Smashed,2,1,206,96
1773.jpeg,259,194,Smashed,54,86,160,159
998.jpeg,259,194,Dent,171,69,221,111
998.jpeg,259,194,Dent,50,88,153,126
1559.jpeg,275,183,Dent,61,64,196,109
1203.jpeg,259,194,Dent,112,84,216,178
1203.jpeg,259,194,Broken-glass,157,58,212,94
1565.jpeg,280,180,Dent,82,83,161,150
1565.jpeg,280,180,Scratch,62,111,93,159
1571.jpeg,259,194,Scratch,75,70,121,135
1571.jpeg,259,194,Scratch,15,86,45,126
1217.jpeg,259,194,Scratch,123,106,148,123
1217.jpeg,259,194,Dent,43,59,63,82
1570.jpeg,259,194,Smashed,121,90,189,141
1570.jpeg,259,194,Broken-glass,121,81,178,93
1570.jpeg,259,194,Broken-glass,127,110,147,124
1570.jpeg,259,194,Broken-glass,168,111,186,121
1216.jpeg,275,183,Dent,14,72,92,153
1216.jpeg,275,183,Dent,64,56,118,71
1216.jpeg,275,183,Broken-glass,17,22,48,43
1216.jpeg,275,183,Scratch,64,158,92,173
1202.jpeg,259,194,Smashed,40,112,110,150
1202.jpeg,259,194,Dent,115,103,149,125
1202.jpeg,259,194,Dent,136,90,154,107
1564.jpeg,259,194,Broken-glass,89,40,144,81
1564.jpeg,259,194,Smashed,71,80,178,144
1558.jpeg,259,194,Dent,80,74,115,110
999.jpeg,259,194,Smashed,34,66,119,178
999.jpeg,259,194,Broken-glass,61,90,103,124
1014.jpeg,275,183,Broken-glass,61,6,171,96
1772.jpeg,259,194,Dent,78,69,141,81
1766.jpeg,299,169,Smashed,66,61,127,130
1000.jpeg,286,176,Smashed,136,68,279,146
1000.jpeg,286,176,Broken-glass,253,77,276,87
1000.jpeg,286,176,Broken-glass,147,85,190,105
1028.jpeg,303,166,Dent,44,69,230,134
1028.jpeg,303,166,Dent,131,41,190,65
1941.jpeg,1024,1024,Dent,226,375,708,821
1799.jpeg,1024,1024,Dent,334,511,693,898
1160.jpeg,275,184,Dent,91,72,191,109
1606.jpeg,275,183,Scratch,133,69,162,126
1612.jpeg,259,194,Broken-glass,42,89,73,117
1612.jpeg,259,194,Smashed,40,63,207,176
1174.jpeg,267,189,Dent,159,53,202,121
1174.jpeg,267,189,Scratch,52,111,100,145
1148.jpeg,179,281,Smashed,13,105,179,270
1148.jpeg,179,281,Broken-glass,24,177,76,255
1809.jpeg,266,189,Dent,70,119,144,150
1809.jpeg,266,189,Broken-glass,107,88,131,116
1809.jpeg,266,189,Scratch,95,140,132,155
1821.jpeg,259,194,Dent,119,22,257,167
1835.jpeg,259,194,Smashed,105,48,223,172
1404.jpeg,1024,1024,Dent,173,316,391,502
1404.jpeg,1024,1024,Scratch,290,214,386,242
1404.jpeg,1024,1024,Dent,213,596,635,691
1362.jpeg,259,194,Dent,62,107,119,162
1376.jpeg,275,183,Dent,64,72,149,139
1376.jpeg,275,183,Dent,109,1,213,80
1410.jpeg,259,194,Scratch,113,120,169,139
1410.jpeg,259,194,Scratch,67,116,93,135
1438.jpeg,194,259,Smashed,58,76,128,165
1389.jpeg,259,194,Smashed,15,77,121,168
